,phenomenon_number,phenomenon_name,phenomenon_type,arg1_premise1,arg1_premise2,arg1_premise3,arg1_conclusion,arg2_premise1,arg2_premise2,arg2_premise3,arg2_conclusion
719,4,Premise Monotonicity,General,dolphin,shark,anchovy,fish,dolphin,shark,,fish
720,4,Premise Monotonicity,General,falcon,pelican,sparrow,bird,falcon,pelican,,bird
721,4,Premise Monotonicity,General,carp,sardine,orca,fish,carp,sardine,,fish
722,4,Premise Monotonicity,General,whale,dolphin,sardine,fish,whale,dolphin,,fish
723,4,Premise Monotonicity,General,swan,pheasant,chickadee,bird,swan,pheasant,,bird
724,4,Premise Monotonicity,General,swan,heron,robin,bird,swan,heron,,bird
725,4,Premise Monotonicity,General,iguana,lizard,viper,reptile,iguana,lizard,,reptile
726,4,Premise Monotonicity,General,dromedary,cow,cat,mammal,dromedary,cow,,mammal
727,4,Premise Monotonicity,General,carp,flatfish,orca,fish,carp,flatfish,,fish
728,4,Premise Monotonicity,General,orca,whale,flatfish,fish,orca,whale,,fish
729,4,Premise Monotonicity,General,chicken,stork,blackbird,bird,chicken,stork,,bird
730,4,Premise Monotonicity,General,peacock,chicken,sparrow,bird,peacock,chicken,,bird
731,4,Premise Monotonicity,General,whale,sperm whale,flatfish,fish,whale,sperm whale,,fish
732,4,Premise Monotonicity,General,viper,cobra,chameleon,reptile,viper,cobra,,reptile
733,4,Premise Monotonicity,General,duck,heron,sparrow,bird,duck,heron,,bird
734,4,Premise Monotonicity,General,cobra,boa,chameleon,reptile,cobra,boa,,reptile
735,4,Premise Monotonicity,General,alligator,lizard,cobra,reptile,alligator,lizard,,reptile
736,4,Premise Monotonicity,General,robin,canary,vulture,bird,robin,canary,,bird
737,4,Premise Monotonicity,General,stork,falcon,sparrow,bird,stork,falcon,,bird
738,4,Premise Monotonicity,General,heron,rooster,sparrow,bird,heron,rooster,,bird
739,4,Premise Monotonicity,General,magpie,swallow,turkey,bird,magpie,swallow,,bird
740,4,Premise Monotonicity,General,turkey,vulture,robin,bird,turkey,vulture,,bird
741,4,Premise Monotonicity,General,sardine,plaice,shark,fish,sardine,plaice,,fish
742,4,Premise Monotonicity,General,rabbit,cat,rhinoceros,mammal,rabbit,cat,,mammal
743,4,Premise Monotonicity,General,orca,dolphin,eel,fish,orca,dolphin,,fish
744,4,Premise Monotonicity,General,dolphin,orca,eel,fish,dolphin,orca,,fish
745,4,Premise Monotonicity,General,eagle,turkey,canary,bird,eagle,turkey,,bird
746,4,Premise Monotonicity,General,pheasant,rooster,chickadee,bird,pheasant,rooster,,bird
747,4,Premise Monotonicity,General,sardine,anchovy,sperm whale,fish,sardine,anchovy,,fish
748,4,Premise Monotonicity,General,pheasant,swan,robin,bird,pheasant,swan,,bird
749,4,Premise Monotonicity,General,stork,pheasant,robin,bird,stork,pheasant,,bird
750,4,Premise Monotonicity,General,swan,pheasant,robin,bird,swan,pheasant,,bird
751,4,Premise Monotonicity,General,pheasant,swan,parakeet,bird,pheasant,swan,,bird
752,4,Premise Monotonicity,General,alligator,salamander,cobra,reptile,alligator,salamander,,reptile
753,4,Premise Monotonicity,General,ray,sardine,shark,fish,ray,sardine,,fish
754,4,Premise Monotonicity,General,sparrow,parrot,turkey,bird,sparrow,parrot,,bird
755,4,Premise Monotonicity,General,blindworm,dinosaur,turtle,reptile,blindworm,dinosaur,,reptile
756,4,Premise Monotonicity,General,salamander,alligator,python,reptile,salamander,alligator,,reptile
757,4,Premise Monotonicity,General,blackbird,penguin,heron,bird,blackbird,penguin,,bird
758,4,Premise Monotonicity,General,pheasant,pelican,robin,bird,pheasant,pelican,,bird
759,4,Premise Monotonicity,General,turkey,pheasant,parakeet,bird,turkey,pheasant,,bird
760,4,Premise Monotonicity,General,sperm whale,whale,eel,fish,sperm whale,whale,,fish
761,4,Premise Monotonicity,General,shark,squid,anchovy,fish,shark,squid,,fish
762,4,Premise Monotonicity,General,monitor lizard,cobra,chameleon,reptile,monitor lizard,cobra,,reptile
763,4,Premise Monotonicity,General,turkey,pheasant,robin,bird,turkey,pheasant,,bird
764,4,Premise Monotonicity,General,chickadee,robin,swan,bird,chickadee,robin,,bird
765,4,Premise Monotonicity,General,woodpecker,sparrow,chicken,bird,woodpecker,sparrow,,bird
766,4,Premise Monotonicity,General,toad,salamander,viper,reptile,toad,salamander,,reptile
767,4,Premise Monotonicity,General,duck,peacock,robin,bird,duck,peacock,,bird
768,4,Premise Monotonicity,General,robin,canary,peacock,bird,robin,canary,,bird
769,4,Premise Monotonicity,General,robin,chickadee,peacock,bird,robin,chickadee,,bird
770,4,Premise Monotonicity,General,sperm whale,orca,eel,fish,sperm whale,orca,,fish
771,4,Premise Monotonicity,General,orca,sperm whale,eel,fish,orca,sperm whale,,fish
772,4,Premise Monotonicity,General,fruit fly,flee,beetle,insect,fruit fly,flee,,insect
773,4,Premise Monotonicity,General,worm,wood louse,butterfly,insect,worm,wood louse,,insect
774,4,Premise Monotonicity,General,viper,python,iguana,reptile,viper,python,,reptile
775,4,Premise Monotonicity,General,chickadee,canary,duck,bird,chickadee,canary,,bird
776,4,Premise Monotonicity,General,falcon,crow,turkey,bird,falcon,crow,,bird
777,4,Premise Monotonicity,General,iguana,salamander,viper,reptile,iguana,salamander,,reptile
778,4,Premise Monotonicity,General,canary,sparrow,pelican,bird,canary,sparrow,,bird
779,4,Premise Monotonicity,General,heron,chicken,sparrow,bird,heron,chicken,,bird
780,4,Premise Monotonicity,General,heron,turkey,chickadee,bird,heron,turkey,,bird
781,4,Premise Monotonicity,General,hamster,cat,giraffe,mammal,hamster,cat,,mammal
782,4,Premise Monotonicity,General,sardine,flatfish,shark,fish,sardine,flatfish,,fish
783,4,Premise Monotonicity,General,blackbird,penguin,stork,bird,blackbird,penguin,,bird
784,4,Premise Monotonicity,General,whale,shark,plaice,fish,whale,shark,,fish
785,4,Premise Monotonicity,General,shark,whale,plaice,fish,shark,whale,,fish
786,4,Premise Monotonicity,General,caiman,python,chameleon,reptile,caiman,python,,reptile
787,4,Premise Monotonicity,General,swallow,falcon,turkey,bird,swallow,falcon,,bird
788,4,Premise Monotonicity,General,blindworm,cobra,dinosaur,reptile,blindworm,cobra,,reptile
789,4,Premise Monotonicity,General,worm,earwig,horsefly,insect,worm,earwig,,insect
790,4,Premise Monotonicity,General,sparrow,chickadee,peacock,bird,sparrow,chickadee,,bird
791,4,Premise Monotonicity,General,squid,anchovy,sperm whale,fish,squid,anchovy,,fish
792,4,Premise Monotonicity,General,dinosaur,snake,salamander,reptile,dinosaur,snake,,reptile
793,4,Premise Monotonicity,General,monitor lizard,boa,chameleon,reptile,monitor lizard,boa,,reptile
794,4,Premise Monotonicity,General,alligator,salamander,viper,reptile,alligator,salamander,,reptile
795,4,Premise Monotonicity,General,alligator,lizard,viper,reptile,alligator,lizard,,reptile
796,4,Premise Monotonicity,General,zebra,rhinoceros,hamster,mammal,zebra,rhinoceros,,mammal
797,4,Premise Monotonicity,General,heron,turkey,canary,bird,heron,turkey,,bird
798,4,Premise Monotonicity,General,frog,cobra,iguana,reptile,frog,cobra,,reptile
799,4,Premise Monotonicity,General,sardine,eel,dolphin,fish,sardine,eel,,fish
800,5,Premise-conclusion Similarity,Specific,snake,monitor lizard,,cobra,snake,monitor lizard,,gecko
801,5,Premise-conclusion Similarity,Specific,turtle,toad,,tortoise,turtle,toad,,gecko
802,5,Premise-conclusion Similarity,Specific,monitor lizard,turtle,,tortoise,monitor lizard,turtle,,gecko
803,5,Premise-conclusion Similarity,Specific,spider,bumblebee,,wasp,spider,bumblebee,,worm
804,5,Premise-conclusion Similarity,Specific,monitor lizard,turtle,,tortoise,monitor lizard,turtle,,viper
805,5,Premise-conclusion Similarity,Specific,boa,cobra,,snake,boa,cobra,,caiman
806,5,Premise-conclusion Similarity,Specific,cobra,gecko,,snake,cobra,gecko,,turtle
807,5,Premise-conclusion Similarity,Specific,cobra,alligator,,snake,cobra,alligator,,gecko
808,5,Premise-conclusion Similarity,Specific,tortoise,python,,turtle,tortoise,python,,monitor lizard
809,5,Premise-conclusion Similarity,Specific,gecko,boa,,snake,gecko,boa,,toad
810,5,Premise-conclusion Similarity,Specific,tortoise,monitor lizard,,turtle,tortoise,monitor lizard,,viper
811,5,Premise-conclusion Similarity,Specific,blindworm,snake,,python,blindworm,snake,,tortoise
812,5,Premise-conclusion Similarity,Specific,flee,earwig,,louse,flee,earwig,,butterfly
813,5,Premise-conclusion Similarity,Specific,tortoise,dinosaur,,turtle,tortoise,dinosaur,,python
814,5,Premise-conclusion Similarity,Specific,wasp,moth,,bee,wasp,moth,,cockroach
815,5,Premise-conclusion Similarity,Specific,turtle,snake,,tortoise,turtle,snake,,caiman
816,5,Premise-conclusion Similarity,Specific,monitor lizard,toad,,frog,monitor lizard,toad,,cobra
817,5,Premise-conclusion Similarity,Specific,shark,orca,,whale,shark,orca,,stickleback
818,5,Premise-conclusion Similarity,Specific,snake,caiman,,boa,snake,caiman,,frog
819,5,Premise-conclusion Similarity,Specific,horse,bat,,donkey,horse,bat,,polar bear
820,5,Premise-conclusion Similarity,Specific,cobra,blindworm,,snake,cobra,blindworm,,crocodile
821,5,Premise-conclusion Similarity,Specific,monitor lizard,cobra,,python,monitor lizard,cobra,,toad
822,5,Premise-conclusion Similarity,Specific,python,blindworm,,cobra,python,blindworm,,toad
823,5,Premise-conclusion Similarity,Specific,python,viper,,snake,python,viper,,frog
824,5,Premise-conclusion Similarity,Specific,gecko,boa,,cobra,gecko,boa,,toad
825,5,Premise-conclusion Similarity,Specific,cobra,toad,,snake,cobra,toad,,lizard
826,5,Premise-conclusion Similarity,Specific,crocodile,snake,,boa,crocodile,snake,,toad
827,5,Premise-conclusion Similarity,Specific,python,monitor lizard,,snake,python,monitor lizard,,caiman
828,5,Premise-conclusion Similarity,Specific,python,viper,,snake,python,viper,,caiman
829,5,Premise-conclusion Similarity,Specific,caterpillar,wasp,,bee,caterpillar,wasp,,cricket
830,5,Premise-conclusion Similarity,Specific,zebra,polar bear,,horse,zebra,polar bear,,hedgehog
831,5,Premise-conclusion Similarity,Specific,frog,caiman,,toad,frog,caiman,,gecko
832,5,Premise-conclusion Similarity,Specific,snake,frog,,toad,snake,frog,,gecko
833,5,Premise-conclusion Similarity,Specific,donkey,kangaroo,,horse,donkey,kangaroo,,rabbit
834,5,Premise-conclusion Similarity,Specific,fruit fly,cockroach,,fly,fruit fly,cockroach,,ant
835,5,Premise-conclusion Similarity,Specific,tortoise,python,,boa,tortoise,python,,monitor lizard
836,5,Premise-conclusion Similarity,Specific,bee,wood louse,,bumblebee,bee,wood louse,,caterpillar
837,5,Premise-conclusion Similarity,Specific,boa,caiman,,cobra,boa,caiman,,frog
838,5,Premise-conclusion Similarity,Specific,crocodile,tortoise,,alligator,crocodile,tortoise,,python
839,5,Premise-conclusion Similarity,Specific,cat,horse,,donkey,cat,horse,,kangaroo
840,5,Premise-conclusion Similarity,Specific,blackbird,pheasant,,magpie,blackbird,pheasant,,penguin
841,5,Premise-conclusion Similarity,Specific,chicken,cuckoo,,turkey,chicken,cuckoo,,ostrich
842,5,Premise-conclusion Similarity,Specific,monitor lizard,cobra,,python,monitor lizard,cobra,,turtle
843,5,Premise-conclusion Similarity,Specific,cobra,toad,,python,cobra,toad,,caiman
844,5,Premise-conclusion Similarity,Specific,rooster,vulture,,chicken,rooster,vulture,,stork
845,5,Premise-conclusion Similarity,Specific,blindworm,turtle,,tortoise,blindworm,turtle,,dinosaur
846,5,Premise-conclusion Similarity,Specific,anchovy,eel,,sardine,anchovy,eel,,shark
847,5,Premise-conclusion Similarity,Specific,wasp,butterfly,,bumblebee,wasp,butterfly,,cricket
848,5,Premise-conclusion Similarity,Specific,parrot,parakeet,,canary,parrot,parakeet,,vulture
849,5,Premise-conclusion Similarity,Specific,frog,tortoise,,toad,frog,tortoise,,boa
850,5,Premise-conclusion Similarity,Specific,horse,beaver,,donkey,horse,beaver,,lion
851,5,Premise-conclusion Similarity,Specific,gecko,python,,boa,gecko,python,,tortoise
852,5,Premise-conclusion Similarity,Specific,viper,turtle,,python,viper,turtle,,monitor lizard
853,5,Premise-conclusion Similarity,Specific,tortoise,toad,,turtle,tortoise,toad,,alligator
854,5,Premise-conclusion Similarity,Specific,tortoise,frog,,turtle,tortoise,frog,,alligator
855,5,Premise-conclusion Similarity,Specific,fruit fly,ant,,fly,fruit fly,ant,,spider
856,5,Premise-conclusion Similarity,Specific,cobra,boa,,python,cobra,boa,,dinosaur
857,5,Premise-conclusion Similarity,Specific,donkey,squirrel,,horse,donkey,squirrel,,bat
858,5,Premise-conclusion Similarity,Specific,grasshopper,wasp,,bumblebee,grasshopper,wasp,,louse
859,5,Premise-conclusion Similarity,Specific,turtle,python,,tortoise,turtle,python,,blindworm
860,5,Premise-conclusion Similarity,Specific,robin,ostrich,,sparrow,robin,ostrich,,duck
861,5,Premise-conclusion Similarity,Specific,crocodile,blindworm,,alligator,crocodile,blindworm,,python
862,5,Premise-conclusion Similarity,Specific,turtle,alligator,,tortoise,turtle,alligator,,boa
863,5,Premise-conclusion Similarity,Specific,shark,sperm whale,,whale,shark,sperm whale,,plaice
864,5,Premise-conclusion Similarity,Specific,gecko,viper,,boa,gecko,viper,,tortoise
865,5,Premise-conclusion Similarity,Specific,cobra,viper,,boa,cobra,viper,,crocodile
866,5,Premise-conclusion Similarity,Specific,turtle,frog,,toad,turtle,frog,,viper
867,5,Premise-conclusion Similarity,Specific,caiman,iguana,,alligator,caiman,iguana,,blindworm
868,5,Premise-conclusion Similarity,Specific,bee,earwig,,bumblebee,bee,earwig,,cockchafer
869,5,Premise-conclusion Similarity,Specific,tortoise,chameleon,,turtle,tortoise,chameleon,,toad
870,5,Premise-conclusion Similarity,Specific,caiman,toad,,frog,caiman,toad,,python
871,5,Premise-conclusion Similarity,Specific,crow,vulture,,eagle,crow,vulture,,robin
872,5,Premise-conclusion Similarity,Specific,viper,frog,,cobra,viper,frog,,dinosaur
873,5,Premise-conclusion Similarity,Specific,salamander,cobra,,snake,salamander,cobra,,crocodile
874,5,Premise-conclusion Similarity,Specific,rooster,chickadee,,sparrow,rooster,chickadee,,swan
875,5,Premise-conclusion Similarity,Specific,bumblebee,horsefly,,bee,bumblebee,horsefly,,ladybug
876,5,Premise-conclusion Similarity,Specific,wood louse,wasp,,bee,wood louse,wasp,,butterfly
877,5,Premise-conclusion Similarity,Specific,hamster,bat,,rabbit,hamster,bat,,cow
878,5,Premise-conclusion Similarity,Specific,gecko,boa,,viper,gecko,boa,,dinosaur
879,5,Premise-conclusion Similarity,Specific,stork,penguin,,heron,stork,penguin,,chicken
880,5,Premise-conclusion Similarity,Specific,crocodile,python,,caiman,crocodile,python,,toad
881,5,Premise-conclusion Similarity,Specific,trout,whale,,orca,trout,whale,,piranha
882,5,Premise-conclusion Similarity,Specific,orca,eel,,whale,orca,eel,,cod
883,5,Premise-conclusion Similarity,Specific,alligator,boa,,crocodile,alligator,boa,,salamander
884,5,Premise-conclusion Similarity,Specific,tortoise,cobra,,python,tortoise,cobra,,crocodile
885,5,Premise-conclusion Similarity,Specific,crocodile,gecko,,alligator,crocodile,gecko,,salamander
886,5,Premise-conclusion Similarity,Specific,python,toad,,snake,python,toad,,alligator
887,5,Premise-conclusion Similarity,Specific,toad,python,,cobra,toad,python,,chameleon
888,5,Premise-conclusion Similarity,Specific,beaver,horse,,zebra,beaver,horse,,pig
889,5,Premise-conclusion Similarity,Specific,hamster,horse,,zebra,hamster,horse,,pig
890,5,Premise-conclusion Similarity,Specific,turtle,cobra,,tortoise,turtle,cobra,,frog
891,5,Premise-conclusion Similarity,Specific,lizard,boa,,python,lizard,boa,,toad
892,5,Premise-conclusion Similarity,Specific,caterpillar,worm,,centipede,caterpillar,worm,,fruit fly
893,5,Premise-conclusion Similarity,Specific,spider,louse,,flee,spider,louse,,fruit fly
894,5,Premise-conclusion Similarity,Specific,cobra,viper,,boa,cobra,viper,,iguana
895,5,Premise-conclusion Similarity,Specific,woodpecker,pheasant,,crow,woodpecker,pheasant,,penguin
896,5,Premise-conclusion Similarity,Specific,salamander,boa,,cobra,salamander,boa,,tortoise
897,5,Premise-conclusion Similarity,Specific,sperm whale,shark,,orca,sperm whale,shark,,flatfish
898,5,Premise-conclusion Similarity,Specific,dragonfly,beetle,,ladybug,dragonfly,beetle,,louse
899,5,Premise-conclusion Similarity,Specific,alligator,viper,,snake,alligator,viper,,frog
900,5,Premise-conclusion Similarity,Specific,cobra,dinosaur,,python,cobra,dinosaur,,tortoise
901,5,Premise-conclusion Similarity,Specific,shark,flatfish,,orca,shark,flatfish,,squid
902,5,Premise-conclusion Similarity,Specific,python,frog,,snake,python,frog,,turtle
903,5,Premise-conclusion Similarity,Specific,moth,worm,,butterfly,moth,worm,,grasshopper
904,5,Premise-conclusion Similarity,Specific,frog,caiman,,toad,frog,caiman,,iguana
905,5,Premise-conclusion Similarity,Specific,whale,orca,,sperm whale,whale,orca,,salmon
906,5,Premise-conclusion Similarity,Specific,ray,orca,,sperm whale,ray,orca,,goldfish
907,5,Premise-conclusion Similarity,Specific,heron,penguin,,stork,heron,penguin,,owl
908,5,Premise-conclusion Similarity,Specific,hippopotamus,kangaroo,,rhinoceros,hippopotamus,kangaroo,,hedgehog
909,5,Premise-conclusion Similarity,Specific,sparrow,stork,,robin,sparrow,stork,,chicken
910,5,Premise-conclusion Similarity,Specific,rooster,stork,,pelican,rooster,stork,,chickadee
911,5,Premise-conclusion Similarity,Specific,seagull,parakeet,,canary,seagull,parakeet,,swan
912,5,Premise-conclusion Similarity,Specific,chickadee,eagle,,falcon,chickadee,eagle,,parrot
913,5,Premise-conclusion Similarity,Specific,carp,orca,,shark,carp,orca,,ray
914,5,Premise-conclusion Similarity,Specific,cow,horse,,donkey,cow,horse,,rhinoceros
915,5,Premise-conclusion Similarity,Specific,bumblebee,caterpillar,,centipede,bumblebee,caterpillar,,flee
916,5,Premise-conclusion Similarity,Specific,swordfish,sperm whale,,whale,swordfish,sperm whale,,squid
917,5,Premise-conclusion Similarity,Specific,canary,crow,,robin,canary,crow,,penguin
918,5,Premise-conclusion Similarity,Specific,dinosaur,python,,boa,dinosaur,python,,salamander
919,5,Premise-conclusion Similarity,Specific,wolf,rabbit,,dog,wolf,rabbit,,monkey
920,5,Premise-conclusion Similarity,Specific,zebra,tiger,,cat,zebra,tiger,,sheep
921,5,Premise-conclusion Similarity,Specific,falcon,stork,,eagle,falcon,stork,,turkey
922,5,Premise-conclusion Similarity,Specific,seagull,eagle,,falcon,seagull,eagle,,pheasant
923,5,Premise-conclusion Similarity,Specific,robin,magpie,,parakeet,robin,magpie,,ostrich
924,5,Premise-conclusion Similarity,Specific,caterpillar,wood louse,,worm,caterpillar,wood louse,,bumblebee
925,5,Premise-conclusion Similarity,Specific,woodpecker,blackbird,,sparrow,woodpecker,blackbird,,turkey
926,5,Premise-conclusion Similarity,Specific,cobra,caiman,,viper,cobra,caiman,,turtle
927,5,Premise-conclusion Similarity,Specific,iguana,viper,,boa,iguana,viper,,toad
928,5,Premise-conclusion Similarity,Specific,caiman,python,,cobra,caiman,python,,dinosaur
929,5,Premise-conclusion Similarity,Specific,dolphin,swordfish,,whale,dolphin,swordfish,,piranha
930,5,Premise-conclusion Similarity,Specific,shark,flatfish,,plaice,shark,flatfish,,goldfish
931,5,Premise-conclusion Similarity,Specific,boa,lizard,,cobra,boa,lizard,,caiman
932,5,Premise-conclusion Similarity,Specific,lizard,cobra,,boa,lizard,cobra,,caiman
933,5,Premise-conclusion Similarity,Specific,dragonfly,fly,,bumblebee,dragonfly,fly,,caterpillar
934,5,Premise-conclusion Similarity,Specific,cockroach,centipede,,caterpillar,cockroach,centipede,,moth
935,5,Premise-conclusion Similarity,Specific,cuckoo,blackbird,,sparrow,cuckoo,blackbird,,heron
936,5,Premise-conclusion Similarity,Specific,chickadee,cuckoo,,robin,chickadee,cuckoo,,ostrich
937,5,Premise-conclusion Similarity,Specific,lizard,cobra,,boa,lizard,cobra,,monitor lizard
938,5,Premise-conclusion Similarity,Specific,wood louse,centipede,,caterpillar,wood louse,centipede,,butterfly
939,5,Premise-conclusion Similarity,Specific,horse,wolf,,fox,horse,wolf,,rabbit
940,5,Premise-conclusion Similarity,Specific,monkey,lion,,tiger,monkey,lion,,donkey
941,5,Premise-conclusion Similarity,Specific,sardine,orca,,shark,sardine,orca,,piranha
942,5,Premise-conclusion Similarity,Specific,goldfish,whale,,sperm whale,goldfish,whale,,cod
943,5,Premise-conclusion Similarity,Specific,rabbit,beaver,,hamster,rabbit,beaver,,hippopotamus
944,5,Premise-conclusion Similarity,Specific,sperm whale,sardine,,orca,sperm whale,sardine,,piranha
945,5,Premise-conclusion Similarity,Specific,worm,cricket,,grasshopper,worm,cricket,,mosquito
946,5,Premise-conclusion Similarity,Specific,cricket,butterfly,,moth,cricket,butterfly,,ant
947,5,Premise-conclusion Similarity,Specific,lizard,frog,,toad,lizard,frog,,snake
948,5,Premise-conclusion Similarity,Specific,iguana,lizard,,salamander,iguana,lizard,,turtle
949,5,Premise-conclusion Similarity,Specific,fly,bee,,butterfly,fly,bee,,centipede
950,5,Premise-conclusion Similarity,Specific,eel,ray,,trout,eel,ray,,orca
951,5,Premise-conclusion Similarity,Specific,monitor lizard,caiman,,alligator,monitor lizard,caiman,,snake
952,5,Premise-conclusion Similarity,Specific,toad,viper,,python,toad,viper,,crocodile
953,5,Premise-conclusion Similarity,Specific,sperm whale,whale,,dolphin,sperm whale,whale,,trout
954,5,Premise-conclusion Similarity,Specific,sparrow,woodpecker,,magpie,sparrow,woodpecker,,duck
955,5,Premise-conclusion Similarity,Specific,rhinoceros,monkey,,hippopotamus,rhinoceros,monkey,,dog
956,5,Premise-conclusion Similarity,Specific,boa,salamander,,viper,boa,salamander,,tortoise
957,5,Premise-conclusion Similarity,Specific,heron,parakeet,,canary,heron,parakeet,,dove
958,5,Premise-conclusion Similarity,Specific,vulture,parakeet,,canary,vulture,parakeet,,dove
959,5,Premise-conclusion Similarity,Specific,cod,sperm whale,,whale,cod,sperm whale,,plaice
960,5,Premise-conclusion Similarity,Specific,owl,robin,,sparrow,owl,robin,,swallow
961,5,Premise-conclusion Similarity,Specific,louse,cockchafer,,beetle,louse,cockchafer,,cockroach
962,5,Premise-conclusion Similarity,Specific,chameleon,boa,,python,chameleon,boa,,crocodile
963,5,Premise-conclusion Similarity,Specific,horse,wolf,,zebra,horse,wolf,,hippopotamus
964,5,Premise-conclusion Similarity,Specific,sperm whale,plaice,,whale,sperm whale,plaice,,anchovy
965,5,Premise-conclusion Similarity,Specific,seagull,robin,,sparrow,seagull,robin,,woodpecker
966,5,Premise-conclusion Similarity,Specific,chicken,swallow,,rooster,chicken,swallow,,dove
967,5,Premise-conclusion Similarity,Specific,lion,pig,,tiger,lion,pig,,rhinoceros
968,5,Premise-conclusion Similarity,Specific,cockchafer,louse,,ladybug,cockchafer,louse,,worm
969,5,Premise-conclusion Similarity,Specific,sparrow,swallow,,blackbird,sparrow,swallow,,duck
970,5,Premise-conclusion Similarity,Specific,toad,dinosaur,,lizard,toad,dinosaur,,blindworm
971,5,Premise-conclusion Similarity,Specific,llama,lion,,cat,llama,lion,,hamster
972,5,Premise-conclusion Similarity,Specific,turkey,woodpecker,,rooster,turkey,woodpecker,,penguin
973,5,Premise-conclusion Similarity,Specific,duck,canary,,robin,duck,canary,,ostrich
974,5,Premise-conclusion Similarity,Specific,swan,robin,,chickadee,swan,robin,,rooster
975,5,Premise-conclusion Similarity,Specific,vulture,turkey,,rooster,vulture,turkey,,parakeet
976,5,Premise-conclusion Similarity,Specific,salamander,viper,,python,salamander,viper,,monitor lizard
977,5,Premise-conclusion Similarity,Specific,lion,mouse,,tiger,lion,mouse,,bat
978,5,Premise-conclusion Similarity,Specific,chicken,eagle,,duck,chicken,eagle,,penguin
979,5,Premise-conclusion Similarity,Specific,goldfish,sardine,,herring,goldfish,sardine,,orca
980,5,Premise-conclusion Similarity,Specific,hamster,donkey,,horse,hamster,donkey,,deer
981,5,Premise-conclusion Similarity,Specific,crocodile,python,,caiman,crocodile,python,,turtle
982,5,Premise-conclusion Similarity,Specific,lizard,boa,,viper,lizard,boa,,blindworm
983,5,Premise-conclusion Similarity,Specific,penguin,falcon,,eagle,penguin,falcon,,woodpecker
984,5,Premise-conclusion Similarity,Specific,cod,trout,,salmon,cod,trout,,shark
985,5,Premise-conclusion Similarity,Specific,magpie,canary,,chickadee,magpie,canary,,ostrich
986,5,Premise-conclusion Similarity,Specific,cricket,dragonfly,,grasshopper,cricket,dragonfly,,caterpillar
987,5,Premise-conclusion Similarity,Specific,snake,toad,,viper,snake,toad,,blindworm
988,5,Premise-conclusion Similarity,Specific,wasp,ant,,bumblebee,wasp,ant,,horsefly
989,5,Premise-conclusion Similarity,Specific,eagle,chickadee,,falcon,eagle,chickadee,,seagull
990,5,Premise-conclusion Similarity,Specific,cuckoo,blackbird,,swallow,cuckoo,blackbird,,penguin
991,5,Premise-conclusion Similarity,Specific,salmon,trout,,eel,salmon,trout,,squid
992,5,Premise-conclusion Similarity,Specific,hamster,wolf,,fox,hamster,wolf,,bat
993,5,Premise-conclusion Similarity,Specific,elephant,deer,,donkey,elephant,deer,,mouse
994,5,Premise-conclusion Similarity,Specific,salamander,snake,,cobra,salamander,snake,,iguana
995,5,Premise-conclusion Similarity,Specific,python,toad,,viper,python,toad,,lizard
996,5,Premise-conclusion Similarity,Specific,lizard,monitor lizard,,chameleon,lizard,monitor lizard,,blindworm
997,5,Premise-conclusion Similarity,Specific,hippopotamus,bison,,elephant,hippopotamus,bison,,rabbit
998,5,Premise-conclusion Similarity,Specific,sperm whale,sole,,trout,sperm whale,sole,,goldfish
999,5,Premise-conclusion Similarity,Specific,squid,whale,,dolphin,squid,whale,,piranha
1000,6,Premise Diversity,Specific,sperm whale,trout,,shark,sperm whale,squid,,shark
1001,6,Premise Diversity,Specific,hamster,horse,,rabbit,hamster,mouse,,rabbit
1002,6,Premise Diversity,Specific,iguana,blindworm,,viper,iguana,chameleon,,viper
1003,6,Premise Diversity,Specific,monitor lizard,cobra,,chameleon,monitor lizard,gecko,,chameleon
1004,6,Premise Diversity,Specific,hamster,zebra,,hedgehog,hamster,mouse,,hedgehog
1005,6,Premise Diversity,Specific,mouse,bison,,squirrel,mouse,bat,,squirrel
1006,6,Premise Diversity,Specific,mouse,cow,,beaver,mouse,bat,,beaver
1007,6,Premise Diversity,Specific,viper,lizard,,cobra,viper,blindworm,,cobra
1008,6,Premise Diversity,Specific,viper,lizard,,python,viper,blindworm,,python
1009,6,Premise Diversity,Specific,viper,lizard,,snake,viper,blindworm,,snake
1010,6,Premise Diversity,Specific,sperm whale,herring,,shark,sperm whale,squid,,shark
1011,6,Premise Diversity,Specific,dinosaur,boa,,gecko,dinosaur,monitor lizard,,gecko
1012,6,Premise Diversity,Specific,dinosaur,boa,,caiman,dinosaur,monitor lizard,,caiman
1013,6,Premise Diversity,Specific,hedgehog,zebra,,rabbit,hedgehog,mouse,,rabbit
1014,6,Premise Diversity,Specific,hedgehog,llama,,beaver,hedgehog,mouse,,beaver
1015,6,Premise Diversity,Specific,cobra,toad,,chameleon,cobra,blindworm,,chameleon
1016,6,Premise Diversity,Specific,viper,salamander,,boa,viper,blindworm,,boa
1017,6,Premise Diversity,Specific,chameleon,boa,,caiman,chameleon,gecko,,caiman
1018,6,Premise Diversity,Specific,hamster,bison,,squirrel,hamster,mouse,,squirrel
1019,6,Premise Diversity,Specific,snake,dinosaur,,tortoise,snake,cobra,,tortoise
1020,6,Premise Diversity,Specific,dinosaur,viper,,lizard,dinosaur,monitor lizard,,lizard
1021,6,Premise Diversity,Specific,dinosaur,viper,,gecko,dinosaur,monitor lizard,,gecko
